t,px,py,pz,ex,ey,ez,err
5.38,-5.653,-0.117,-0.351,-9.613,-0.005,1.206,4.053
5.40,-5.819,-0.108,-0.382,-9.653,-0.005,1.211,3.924
5.42,-5.819,-0.108,-0.382,-9.653,-0.005,1.211,3.924
5.44,-5.981,-0.099,-0.415,-9.691,-0.005,1.216,3.796
5.46,-5.981,-0.099,-0.415,-9.691,-0.005,1.216,3.796
5.48,-6.171,-0.088,-0.456,-9.730,-0.005,1.221,3.642
5.50,-6.171,-0.088,-0.456,-9.730,-0.005,1.221,3.642
5.52,-6.323,-0.078,-0.491,-9.789,-0.005,1.228,3.544
5.54,-6.323,-0.078,-0.491,-9.789,-0.005,1.228,3.544
5.56,-6.472,-0.069,-0.526,-9.828,-0.004,1.232,3.430
5.58,-6.472,-0.069,-0.526,-9.828,-0.004,1.232,3.430
5.60,-6.472,-0.069,-0.526,-9.828,-0.004,1.232,3.430
5.63,-6.700,-0.053,-0.584,-9.868,-0.004,1.237,3.235
5.65,-6.700,-0.053,-0.584,-9.868,-0.004,1.237,3.235
5.67,-6.836,-0.043,-0.619,-9.908,-0.004,1.242,3.134
5.69,-6.836,-0.043,-0.619,-9.908,-0.004,1.242,3.134
5.71,-6.969,-0.033,-0.654,-9.948,-0.004,1.247,3.038
5.73,-6.969,-0.033,-0.654,-9.948,-0.004,1.247,3.038
5.75,-7.098,-0.022,-0.687,-9.989,-0.004,1.252,2.946
5.77,-7.098,-0.022,-0.687,-9.989,-0.004,1.252,2.946
5.79,-7.247,-0.009,-0.725,-10.031,-0.004,1.257,2.835
5.81,-7.247,-0.009,-0.725,-10.031,-0.004,1.257,2.835
5.83,-7.366,0.002,-0.755,-10.073,-0.004,1.262,2.754
5.85,-7.366,0.002,-0.755,-10.073,-0.004,1.262,2.754
5.88,-7.482,0.014,-0.784,-10.071,-0.004,1.262,2.633
5.90,-7.482,0.014,-0.784,-10.071,-0.004,1.262,2.633
5.92,-7.594,0.024,-0.811,-10.113,-0.004,1.267,2.560
5.94,-7.594,0.024,-0.811,-10.113,-0.004,1.267,2.560
5.96,-7.702,0.035,-0.838,-10.156,-0.004,1.272,2.492
5.98,-7.702,0.035,-0.838,-10.156,-0.004,1.272,2.492
6.00,-7.848,0.050,-0.874,-10.198,-0.004,1.277,2.385
6.02,-7.848,0.050,-0.874,-10.198,-0.004,1.277,2.385
6.04,-7.929,0.058,-0.894,-10.264,-0.004,1.285,2.369
6.06,-7.929,0.058,-0.894,-10.264,-0.004,1.285,2.369
6.08,-8.026,0.068,-0.917,-10.306,-0.004,1.290,2.312
